Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,ScoreDiff,WSeed,LSeed,SeedDiff,flip,ScoreDiffAdj,SeedDiffAdj,FGMDiffAdj,FGADiffAdj,FGM3DiffAdj,FGA3DiffAdj,FTMDiffAdj,FTADiffAdj,ORDiffAdj,DRDiffAdj,AstDiffAdj,TODiffAdj,StlDiffAdj,BlkDiffAdj,PFDiffAdj
2010,138,3124,69,3201,55,N,0,14,4,13,-9,1,14,-9,0.18317230273752472,-5.679146537842186,-5.816022544283413,-16.112721417069242,5.048711755233494,6.271739130434785,-1.1924315619967807,6.2773752012882476,0.5656199677938787,2.2286634460547496,-2.707326892109501,4.203301127214171,-2.5623993558776164
2010,138,3173,67,3395,66,N,0,1,8,9,-1,1,1,-1,0.5731601731601721,-0.24853896103896034,-2.160064935064935,-2.4108225108225128,-0.7624999999999993,0.30568181818182083,1.2341450216450234,1.3169372294372295,-2.116720779220781,0.3501623376623364,-1.7679112554112564,0.525919913419914,0.6384199134199164
2010,138,3181,72,3214,37,H,0,35,2,15,-13,1,35,-13,2.769324827219563,5.000053163211064,-0.3099237993974828,-0.693779904306222,-0.8309232677653728,-0.005369484316851469,3.809002303739147,0.82185007974482,1.2979975190501527,2.1127591706539057,1.925979089136984,2.3065390749601278,-0.7024809498493738
2010,138,3199,75,3256,61,H,0,14,3,14,-11,1,14,-11,-1.7711956521739154,-1.6369565217391226,1.709565217391304,6.284021739130434,-1.977717391304349,-3.7198913043478257,0.9719565217391324,-3.164021739130437,0.7904347826086955,2.0709782608695626,1.7669565217391305,-0.0007608695652172592,0.555434782608696
2010,138,3207,62,3265,42,N,0,20,5,12,-7,1,20,-7,0.24336080586080655,7.058836996337,-0.8988095238095237,0.6240842490842482,-0.446199633699635,1.559981684981686,6.808836996336996,-6.37797619047619,0.3988095238095237,2.5034340659340657,5.756639194139195,-2.1524725274725274,5.51945970695971
2010,138,3208,64,3408,59,N,0,5,5,12,-7,1,5,-7,-2.0456382385730194,-0.10723244147156663,-1.1197742474916383,-0.07023411371237387,-1.8787625418060205,-2.1989966555183926,2.3818283166109264,2.422798216276476,-3.470108695652174,-2.2522296544035676,-4.545080824972129,1.618380713489409,-2.91826923076923
2010,138,3211,82,3314,76,H,0,6,7,10,-3,1,6,-3,2.403619528619526,-3.0353535353535364,0.1363636363636367,-0.5542929292929308,-3.172558922558922,-6.883838383838384,-4.84090909090909,-3.59090909090909,3.341750841750841,-2.8093434343434325,-0.2386363636363633,-1.2184343434343425,-2.409511784511782
2010,138,3234,70,3353,63,N,0,7,8,9,-1,1,7,-1,3.240039200565519,4.878526444315909,4.548293811451706,9.593470856628754,1.1245260587365848,-0.35017029753871753,-0.46438210911895084,1.4081035923141165,1.9913083992031346,-0.7642021720969083,-2.025335775335776,-0.4027215474583894,-3.052213868003342
2010,138,3246,83,3251,77,H,0,6,4,13,-9,1,6,-9,0.4282142857142901,8.183571428571433,2.164642857142857,7.000357142857144,3.428809523809523,3.857619047619046,-1.4291666666666654,-0.53857142857143,0.7083333333333339,-3.7922619047619044,1.3065476190476186,1.6932142857142862,0.44238095238095454
2010,138,3261,60,3216,39,N,0,21,7,10,-3,-1,-21,3,-4.422222222222221,-6.375,1.0546296296296287,6.887037037037036,-2.3574074074074076,-2.4527777777777793,-1.7833333333333332,1.0342592592592617,-2.9129629629629648,2.90185185185185,-1.9842592592592592,1.723148148148148,-0.3740740740740751
2010,138,3277,72,3132,62,N,0,10,5,12,-7,-1,-10,7,0.31397306397306224,0.03451178451178549,3.864478114478114,8.06228956228956,-0.26346801346801385,-2.6641414141414153,-1.7340067340067336,-3.3350168350168374,-0.10690235690235639,-2.058080808080806,0.2474747474747483,-3.2819865319865325,-2.5917508417508444
2010,138,3329,70,3151,63,N,0,7,4,13,-9,-1,-7,9,-4.151515151515156,-6.710227272727273,1.395075757575758,3.048484848484847,-0.24318181818181728,-0.6833333333333371,-2.1988636363636367,2.730681818181818,0.5640151515151501,3.01060606060606,0.28787878787878896,-1.435606060606061,-3.946590909090908
2010,138,3385,65,3343,47,N,0,18,6,11,-5,-1,-18,5,-1.2532051282051242,-2.8798076923076934,0.6137820512820511,5.653846153846153,-0.95673076923077,-4.854166666666664,-0.7419871794871788,-0.9855769230769234,-1.0929487179487172,0.4423076923076934,-0.1426282051282044,0.6121794871794868,0.1490384615384599
