TeamID,Season,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
3257,2010,23.693627450980394,55.252450980392155,4.022058823529411,12.779411764705882,15.840686274509805,22.137254901960784,13.791666666666668,24.825980392156865,11.139705882352942,21.137254901960784,7.639705882352941,2.678921568627451,19.644607843137255
3258,2010,23.606334841628957,57.93665158371041,6.0565610859728505,19.41628959276018,12.513574660633484,16.490950226244344,11.8710407239819,22.520361990950228,11.133484162895929,14.42081447963801,7.46606334841629,1.8438914027149322,14.714932126696832
3259,2010,21.71666666666667,55.57380952380952,5.614285714285714,17.36190476190476,12.25,16.58809523809524,9.75,25.45952380952381,11.2,16.538095238095238,8.795238095238096,2.0023809523809524,15.792857142857144
3260,2010,22.723809523809525,53.51428571428572,7.292857142857143,19.302380952380954,9.08095238095238,12.752380952380953,8.726190476190476,23.08809523809524,15.473809523809525,15.719047619047618,6.904761904761905,3.230952380952381,18.13095238095238
3261,2010,24.575,61.0,3.866666666666667,12.358333333333334,14.7,20.05,14.158333333333333,24.33611111111111,14.144444444444446,12.519444444444446,8.6,3.8277777777777775,15.43888888888889
3262,2010,,,,,,,,,,,,,
3263,2010,19.666666666666664,53.62797619047619,3.5,12.577380952380953,14.991071428571429,21.035714285714285,13.8125,24.580357142857142,12.62202380952381,19.36607142857143,7.616071428571429,2.455357142857143,17.904761904761905
3264,2010,21.233333333333334,52.8,5.1,15.1,14.733333333333334,21.0,11.0,21.9,12.2,16.766666666666666,10.233333333333334,2.8,15.266666666666666
3265,2010,22.277472527472526,54.920329670329664,6.607142857142858,20.167582417582416,13.717032967032967,16.89835164835165,10.170329670329672,25.357142857142858,14.392857142857142,13.934065934065934,6.722527472527473,4.777472527472527,13.876373626373626
3266,2010,21.2,56.19791666666667,4.13125,14.675,14.527083333333334,20.239583333333336,13.072916666666668,24.56458333333333,12.835416666666667,18.489583333333336,8.679166666666667,2.247916666666667,16.45625
3267,2010,23.55528846153846,57.63221153846154,2.637019230769231,9.0625,10.26923076923077,18.25,15.024038461538462,24.665865384615387,14.670673076923077,17.370192307692307,7.278846153846153,3.6274038461538463,17.259615384615387
3268,2010,24.73611111111111,58.5,5.930555555555555,17.65277777777778,12.194444444444445,19.458333333333332,15.527777777777779,27.01388888888889,12.88888888888889,19.458333333333336,6.069444444444445,3.6111111111111116,16.36111111111111
3269,2010,19.957070707070706,50.391414141414145,6.611111111111111,18.406565656565654,14.671717171717171,19.57323232323232,11.118686868686869,24.9040404040404,13.69949494949495,17.732323232323232,7.222222222222222,3.404040404040404,14.262626262626263
3270,2010,22.981818181818184,61.39090909090909,4.318181818181818,14.790909090909091,12.881818181818183,21.336363636363636,18.21818181818182,24.513636363636365,12.577272727272728,21.427272727272726,10.40909090909091,1.4272727272727272,20.772727272727273
3271,2010,21.575757575757574,55.587878787878786,4.036363636363636,15.40909090909091,12.563636363636363,19.363636363636363,13.633333333333333,24.754545454545458,10.848484848484848,19.53030303030303,7.67878787878788,3.536363636363636,17.657575757575756
3272,2010,25.90497737556561,64.06334841628959,3.5429864253393664,12.018099547511312,10.981900452488688,21.06561085972851,16.563348416289593,23.87782805429864,11.631221719457013,17.529411764705884,10.90950226244344,3.1855203619909505,19.803167420814482
3273,2010,23.120535714285715,58.629464285714285,6.482142857142858,19.330357142857142,11.607142857142858,16.32142857142857,11.34375,26.169642857142858,12.321428571428571,16.4375,8.901785714285715,2.75,17.191964285714285
3274,2010,26.94796380090498,66.26244343891403,6.049773755656108,18.647058823529413,14.135746606334841,20.945701357466064,16.900452488687783,25.418552036199095,13.805429864253394,17.029411764705884,11.527149321266968,4.350678733031675,17.26018099547511
3275,2010,24.214285714285715,58.46825396825397,5.682539682539683,16.42063492063492,13.88888888888889,18.214285714285715,12.30952380952381,24.03174603174603,13.642857142857142,20.11904761904762,10.88888888888889,4.833333333333334,20.96825396825397
3276,2010,23.68099547511312,57.16289592760181,6.791855203619909,19.99321266968326,10.554298642533936,16.085972850678733,11.373303167420815,25.855203619909503,12.710407239819006,15.694570135746606,8.065610859728507,3.2873303167420813,15.180995475113123
3277,2010,23.37121212121212,58.25252525252525,4.626262626262626,14.891414141414142,14.022727272727273,20.803030303030305,14.224747474747474,26.5479797979798,14.227272727272727,17.835858585858585,7.391414141414141,6.328282828282829,19.267676767676768
3278,2010,21.540723981900452,56.99547511312217,6.04524886877828,17.751131221719454,14.947963800904976,19.531674208144796,13.93891402714932,24.307692307692307,13.490950226244344,17.23076923076923,9.097285067873303,2.4705882352941178,16.78054298642534
3279,2010,24.95982142857143,61.13839285714286,7.196428571428571,21.410714285714285,12.830357142857142,17.799107142857142,14.875,22.763392857142858,13.834821428571429,14.080357142857142,7.504464285714286,1.7410714285714286,16.66517857142857
3280,2010,24.89035087719298,63.37719298245614,6.743421052631579,22.23464912280702,11.133771929824562,16.43640350877193,15.177631578947368,24.19736842105263,13.971491228070175,16.210526315789473,9.177631578947368,3.9298245614035086,17.267543859649123
3281,2010,22.86111111111111,60.0,4.875,16.708333333333336,12.694444444444445,19.055555555555557,14.61111111111111,22.5,12.777777777777779,14.23611111111111,8.777777777777779,4.263888888888889,15.694444444444445
3282,2010,23.93333333333333,57.53333333333333,5.533333333333333,16.9,11.733333333333334,17.666666666666668,13.233333333333334,24.299999999999997,13.766666666666666,18.066666666666666,7.7,2.2,19.4
3283,2010,26.11111111111111,60.21111111111111,5.977777777777778,16.55,16.594444444444445,22.37222222222222,13.819444444444445,22.85,14.738888888888889,16.96111111111111,10.208333333333332,2.5583333333333336,17.491666666666667
3284,2010,20.24107142857143,54.97767857142857,5.580357142857142,17.933035714285715,11.053571428571429,16.375,14.125,21.129464285714285,11.276785714285715,16.74107142857143,7.09375,1.1651785714285714,17.16517857142857
3285,2010,22.093406593406595,56.40934065934066,3.7142857142857144,11.505494505494505,15.717032967032967,20.884615384615387,13.255494505494505,25.560439560439562,11.631868131868131,16.486263736263737,7.945054945054945,4.318681318681319,14.85989010989011
3286,2010,26.548319327731093,62.56512605042017,6.079831932773109,19.063025210084035,11.682773109243698,16.642857142857142,12.73109243697479,27.831932773109244,13.05252100840336,17.70798319327731,6.934873949579832,5.193277310924369,17.531512605042018
3287,2010,22.847368421052632,63.839473684210525,10.113157894736842,29.734210526315792,11.489473684210527,16.681578947368422,14.921052631578949,26.9,12.889473684210525,15.336842105263157,8.173684210526316,1.913157894736842,16.610526315789475
3288,2010,21.9,60.24166666666667,5.441666666666666,18.833333333333336,14.066666666666666,19.2,12.816666666666666,25.4,8.891666666666667,18.458333333333332,10.899999999999999,2.8,17.583333333333332
3290,2010,19.775,54.31666666666666,3.65,11.816666666666666,18.625,29.116666666666667,15.241666666666667,22.933333333333334,9.525,21.1,11.025,3.1833333333333336,20.933333333333334
3291,2010,19.11111111111111,52.25,5.166666666666667,15.75,12.36111111111111,17.75,13.166666666666668,24.5,12.166666666666668,19.86111111111111,9.11111111111111,2.638888888888889,16.27777777777778
3292,2010,25.439999999999998,60.02,8.34,25.82,10.34,14.74,13.06,21.16,14.5,17.7,10.14,2.04,18.5
3293,2010,24.455882352941174,61.76225490196079,7.553921568627451,21.5,14.208333333333334,19.649509803921568,11.549019607843139,26.997549019607842,13.639705882352942,15.517156862745097,6.987745098039216,3.5098039215686274,20.19607843137255
3294,2010,21.71875,54.0,5.479166666666666,15.822916666666668,14.875,21.78125,11.802083333333332,25.520833333333336,10.96875,16.4375,6.65625,3.0,16.791666666666668
3295,2010,22.50769230769231,55.47179487179487,5.035897435897436,16.56923076923077,12.966666666666667,17.305128205128206,12.320512820512821,23.856410256410257,12.669230769230769,17.38974358974359,8.625641025641027,3.443589743589744,16.628205128205128
