Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,ScoreDiff,WSeed,LSeed,SeedDiff,flip,ScoreDiffAdj,SeedDiffAdj,FGMDiffAdj,FGADiffAdj,FGM3DiffAdj,FGA3DiffAdj,FTMDiffAdj,FTADiffAdj,ORDiffAdj,DRDiffAdj,AstDiffAdj,TODiffAdj,StlDiffAdj,BlkDiffAdj,PFDiffAdj
2010,134,1115,61,1457,44,N,0,17,16,16,0,1,17,0,-0.848567119155355,-6.280693815987938,0.2046757164404216,-1.596380090497739,4.069230769230769,5.350829562594271,-1.0244343891402714,1.142684766214181,1.7141779788838605,4.628959276018101,-1.9473604826546005,-0.21704374057315245,3.7695324283559586
2010,136,1124,68,1358,59,N,0,9,3,14,-11,1,9,-11,-0.1547619047619051,-3.6190476190476133,-2.2351190476190483,-5.3601190476190474,-1.2083333333333321,-2.529761904761905,-0.2172619047619051,2.3363095238095255,-5.791666666666668,0.8184523809523832,-1.2976190476190474,4.366071428571429,-1.6309523809523796
2010,136,1139,77,1431,59,N,0,18,5,12,-7,1,18,-7,-4.777014652014653,-6.6355311355311315,0.4395604395604389,2.098901098901102,1.7165750915750912,-0.8333333333333357,-1.4835164835164854,-2.0966117216117226,-2.488095238095239,-0.6268315018315018,-1.7211538461538467,-0.7467948717948714,-0.7921245421245402
2010,136,1140,99,1196,92,N,2,7,7,10,-3,1,7,-3,0.851190476190478,0.8595238095238145,1.7547619047619056,1.447619047619046,3.359523809523809,1.711904761904762,-3.453571428571429,2.4309523809523768,0.23809523809523903,-1.5535714285714306,0.8309523809523807,0.5357142857142856,3.607142857142854
2010,136,1242,90,1250,74,N,0,16,1,16,-15,1,16,-15,1.7497159090909093,2.021306818181813,0.788636363636364,3.453125,-0.45710227272727266,0.020738636363638818,1.7474431818181806,-0.5059659090909108,-0.994034090909091,-0.44687500000000036,2.050568181818182,2.7585227272727275,1.4676136363636374
2010,136,1243,82,1317,62,N,0,20,2,15,-13,1,20,-13,1.8428246753246782,6.198409090909095,1.0560064935064943,3.010584415584418,0.3954220779220776,3.0467857142857113,4.578506493506495,-2.2769155844155833,1.7239935064935068,-0.9285714285714288,2.929805194805195,1.3492532467532472,5.1012987012987026
2010,136,1246,100,1190,71,N,0,29,1,16,-15,-1,-29,15,-0.5696663533834574,-1.691141917293237,0.8367011278195484,-0.6547227443609032,-2.8687734962405997,-2.387805451127818,-1.361137218045112,-3.0493421052631575,-1.0901080827067666,0.4918937969924819,1.7147556390977439,-3.5171522556390977,1.436090225563909
2010,136,1293,66,1435,65,N,0,1,13,4,9,1,1,9,1.7678571428571423,-0.6731366459627353,0.491847826086957,0.729813664596275,-2.574145962732919,-2.9864130434782616,1.7853260869565215,-2.1816770186335432,1.1599378881987583,1.279503105590063,2.796195652173913,-0.012422360248447006,0.11878881987577827
2010,136,1307,62,1285,57,N,0,5,3,14,-11,-1,-5,11,0.08275862068965623,-5.581704980842908,-1.1429118773946358,-4.402490421455937,-4.359386973180079,-6.91925287356322,-4.2812260536398465,-0.8877394636015303,-1.9544061302681985,0.7798850574712635,0.3682950191570882,-0.4108237547892717,1.1663793103448263
2010,136,1320,69,1424,66,N,0,3,9,8,1,1,3,1,-5.315476190476193,-6.398809523809533,-0.0625,0.3392857142857153,0.3482142857142847,-0.514880952380949,0.2113095238095255,-0.19047619047619335,-4.839285714285715,-0.8125,-2.8154761904761916,-1.458333333333333,-3.336309523809522
